status,kind,callable_key,symbol,isis9_symbol_type,isis10_symbol_type
unchanged,type_metadata,,typeinfo for Isis::ProcessByLine,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessByQuickFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessBySample,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessBySpectra,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessByTile,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessExport,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessExportPds,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessExportPds4,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessFunctor,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessGroundPolygons,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessImport,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessImportFits,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessImportPds,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessMapMosaic,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessMosaic,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessPolygons,V,V
unchanged,type_metadata,,typeinfo for Isis::ProcessRubberSheet,V,V
unchanged,type_metadata,,typeinfo for Isis::ProgramAnalyzer,V,V
unchanged,type_metadata,,typeinfo for Isis::ProgressBar,V,V
unchanged,type_metadata,,typeinfo for Isis::ProgressWidget,V,V
unchanged,type_metadata,,typeinfo for Isis::Project,V,V
unchanged,type_metadata,,typeinfo for Isis::ProjectItem,V,V
unchanged,type_metadata,,typeinfo for Isis::ProjectItemModel,V,V
unchanged,type_metadata,,typeinfo for Isis::ProjectItemProxyModel,V,V
unchanged,type_metadata,,typeinfo for Isis::ProjectItemTreeView,V,V
unchanged,type_metadata,,typeinfo for Isis::ProjectItemViewMenu,V,V
unchanged,type_metadata,,typeinfo for Isis::Projection,V,V
unchanged,type_metadata,,typeinfo for Isis::ProjectionConfigDialog,V,V
unchanged,type_metadata,,typeinfo for Isis::PushFrameCamera,V,V
unchanged,type_metadata,,typeinfo for Isis::PushFrameCameraCcdLayout,V,V
unchanged,type_metadata,,typeinfo for Isis::PushFrameCameraDetectorMap,V,V
unchanged,type_metadata,,typeinfo for Isis::PushFrameCameraGroundMap,V,V
unchanged,type_metadata,,typeinfo for Isis::Pvl,V,V
unchanged,type_metadata,,typeinfo for Isis::PvlConstraints,V,V
unchanged,type_metadata,,typeinfo for Isis::PvlContainer,V,V
unchanged,type_metadata,,typeinfo for Isis::PvlEditDialog,V,V
unchanged,type_metadata,,typeinfo for Isis::PvlFlatMap,V,V
unchanged,type_metadata,,typeinfo for Isis::PvlFlatMapCalculatorVariablePool,V,V
removed,type_metadata,,typeinfo for Isis::PvlFormat,V,
removed,type_metadata,,typeinfo for Isis::PvlFormatPds,V,
unchanged,type_metadata,,typeinfo for Isis::PvlObject,V,V
unchanged,type_metadata,,typeinfo for Isis::PvlReaderStrategy,V,V
unchanged,type_metadata,,typeinfo for Isis::PvlToPvlTranslationManager,V,V
unchanged,type_metadata,,typeinfo for Isis::PvlToXmlTranslationManager,V,V
unchanged,type_metadata,,typeinfo for Isis::PvlTranslationTable,V,V
unchanged,type_metadata,,typeinfo for Isis::QHistogram,V,V
unchanged,type_metadata,,typeinfo for Isis::QIsisApplication,V,V
unchanged,type_metadata,,typeinfo for Isis::QLogger,V,V
unchanged,type_metadata,,typeinfo for Isis::QStretch,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetCubeDistanceFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetCubeNameFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetCubePointsFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetFileTool,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetFixedPointDialog,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetNavTool,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetNewMeasureDialog,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetPointCubeNameFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetPointDistanceFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetPointGoodnessFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetPointIdFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetPointImagesFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetPointJigsawErrorFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetPointMeasureFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetPointRangeFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetPointRegistrationErrorFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetPointTypeFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetSetAprioriDialog,V,V
unchanged,type_metadata,,typeinfo for Isis::QnetTool,V,V
unchanged,type_metadata,,typeinfo for Isis::QtExporter,V,V
unchanged,type_metadata,,typeinfo for Isis::QtImporter,V,V
unchanged,type_metadata,,typeinfo for Isis::QtieFileTool,V,V
unchanged,type_metadata,,typeinfo for Isis::QtieTool,V,V
unchanged,type_metadata,,typeinfo for Isis::RadarCamera,V,V
unchanged,type_metadata,,typeinfo for Isis::RadarGroundMap,V,V
unchanged,type_metadata,,typeinfo for Isis::RadarGroundRangeMap,V,V
unchanged,type_metadata,,typeinfo for Isis::RadarPulseMap,V,V
unchanged,type_metadata,,typeinfo for Isis::RadarSkyMap,V,V
unchanged,type_metadata,,typeinfo for Isis::RadarSlantRangeMap,V,V
unchanged,type_metadata,,typeinfo for Isis::RadialDistortionMap,V,V
unchanged,type_metadata,,typeinfo for Isis::RawCubeChunk,V,V
unchanged,type_metadata,,typeinfo for Isis::RegionalCachingAlgorithm,V,V
unchanged,type_metadata,,typeinfo for Isis::RemoveImagesWorkOrder,V,V
unchanged,type_metadata,,typeinfo for Isis::RenameProjectWorkOrder,V,V
unchanged,type_metadata,,typeinfo for Isis::ReseauDistortionMap,V,V
unchanged,type_metadata,,typeinfo for Isis::ResidualMagnitudeFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::Resource,V,V
unchanged,type_metadata,,typeinfo for Isis::ResourceCalculatorVariablePool,V,V
unchanged,type_metadata,,typeinfo for Isis::ResourceManagerStrategy,V,V
unchanged,type_metadata,,typeinfo for Isis::RingCylindrical,V,V
unchanged,type_metadata,,typeinfo for Isis::RingPlaneProjection,V,V
unchanged,type_metadata,,typeinfo for Isis::Robinson,V,V
unchanged,type_metadata,,typeinfo for Isis::RobustMatcher,V,V
unchanged,type_metadata,,typeinfo for Isis::RollingShutterCamera,V,V
unchanged,type_metadata,,typeinfo for Isis::RollingShutterCameraDetectorMap,V,V
unchanged,type_metadata,,typeinfo for Isis::RootItem,V,V
unchanged,type_metadata,,typeinfo for Isis::RubberBandComboBox,V,V
unchanged,type_metadata,,typeinfo for Isis::RubberBandTool,V,V
unchanged,type_metadata,,typeinfo for Isis::RunCommandStrategy,V,V
unchanged,type_metadata,,typeinfo for Isis::SIFTAlgorithm,V,V
unchanged,type_metadata,,typeinfo for Isis::SURFAlgorithm,V,V
unchanged,type_metadata,,typeinfo for Isis::SampleFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::SampleResidualFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::SampleShiftFilter,V,V
unchanged,type_metadata,,typeinfo for Isis::SaveAsDialog,V,V
unchanged,type_metadata,,typeinfo for Isis::SaveProjectAsWorkOrder,V,V
unchanged,type_metadata,,typeinfo for Isis::SaveProjectWorkOrder,V,V
unchanged,type_metadata,,typeinfo for Isis::SawtoothStretchType,V,V
unchanged,type_metadata,,typeinfo for Isis::ScalingTransform,V,V
unchanged,type_metadata,,typeinfo for Isis::ScatterPlotAlarmConfigDialog,V,V
unchanged,type_metadata,,typeinfo for Isis::ScatterPlotConfigDialog,V,V
unchanged,type_metadata,,typeinfo for Isis::ScatterPlotData,V,V
unchanged,type_metadata,,typeinfo for Isis::ScatterPlotTool,V,V
unchanged,type_metadata,,typeinfo for Isis::ScatterPlotWindow,V,V
unchanged,type_metadata,,typeinfo for Isis::ScharrTransform,V,V
unchanged,type_metadata,,typeinfo for Isis::Selection,V,V
unchanged,type_metadata,,typeinfo for Isis::Sensor,V,V
unchanged,type_metadata,,typeinfo for Isis::SensorGetInfoWorkOrder,V,V
unchanged,type_metadata,,typeinfo for Isis::SensorInfoWidget,V,V
unchanged,type_metadata,,typeinfo for Isis::SerialNumber,V,V
unchanged,type_metadata,,typeinfo for Isis::SerialNumberList,V,V
unchanged,type_metadata,,typeinfo for Isis::SetActiveControlWorkOrder,V,V
unchanged,type_metadata,,typeinfo for Isis::SetActiveImageListWorkOrder,V,V
unchanged,type_metadata,,typeinfo for Isis::Shade,V,V
unchanged,type_metadata,,typeinfo for Isis::ShadeAtm,V,V
unchanged,type_metadata,,typeinfo for Isis::Shape,V,V
unchanged,type_metadata,,typeinfo for Isis::ShapeDisplayProperties,V,V
unchanged,type_metadata,,typeinfo for Isis::ShapeList,V,V
unchanged,type_metadata,,typeinfo for Isis::ShapeModel,V,V
unchanged,type_metadata,,typeinfo for Isis::ShapeReader,V,V
unchanged,type_metadata,,typeinfo for Isis::ShepardsRadius,V,V
unchanged,type_metadata,,typeinfo for Isis::SidebarStrategy,V,V
unchanged,type_metadata,,typeinfo for Isis::SimpleCylindrical,V,V
unchanged,type_metadata,,typeinfo for Isis::Sinusoidal,V,V
unchanged,type_metadata,,typeinfo for Isis::SlitherTransform,V,V
unchanged,type_metadata,,typeinfo for Isis::SobelTransform,V,V
unchanged,type_metadata,,typeinfo for Isis::SocketThread,V,V
unchanged,type_metadata,,typeinfo for Isis::SortFilterProxyModel,V,V
unchanged,type_metadata,,typeinfo for Isis::SpacecraftPosition,V,V
unchanged,type_metadata,,typeinfo for Isis::SpatialPlotTool,V,V
unchanged,type_metadata,,typeinfo for Isis::SpecialPixelTool,V,V
unchanged,type_metadata,,typeinfo for Isis::Spectel,V,V
unchanged,type_metadata,,typeinfo for Isis::SpectralDefinition,V,V
unchanged,type_metadata,,typeinfo for Isis::SpectralDefinition1D,V,V
unchanged,type_metadata,,typeinfo for Isis::SpectralDefinition2D,V,V
unchanged,type_metadata,,typeinfo for Isis::SpectralPlotTool,V,V
unchanged,type_metadata,,typeinfo for Isis::SpectralPlotWindow,V,V
unchanged,type_metadata,,typeinfo for Isis::Spice,V,V
unchanged,type_metadata,,typeinfo for Isis::SpiceClient,V,V
unchanged,type_metadata,,typeinfo for Isis::SpiceClientStarter,V,V
unchanged,type_metadata,,typeinfo for Isis::SpiceKernel,V,V
unchanged,type_metadata,,typeinfo for Isis::SpiceKernel<Isis::SpkSegment>,V,V
unchanged,type_metadata,,typeinfo for Isis::SpicePosition,V,V
unchanged,type_metadata,,typeinfo for Isis::SpiceRotation,V,V
unchanged,type_metadata,,typeinfo for Isis::SpkKernelWriter,V,V
unchanged,type_metadata,,typeinfo for Isis::SpkSegment,V,V
unchanged,type_metadata,,typeinfo for Isis::SpkSpiceSegment,V,V
unchanged,type_metadata,,typeinfo for Isis::SqlQuery,V,V
unchanged,type_metadata,,typeinfo for Isis::SqlRecord,V,V
unchanged,type_metadata,,typeinfo for Isis::StandardDeviationDistance,V,V
unchanged,type_metadata,,typeinfo for Isis::StandardDeviationOperator,V,V
unchanged,type_metadata,,typeinfo for Isis::StandardDeviationRadius,V,V
unchanged,type_metadata,,typeinfo for Isis::StarAlgorithm,V,V
unchanged,type_metadata,,typeinfo for Isis::StatCumProbDistDynCalc,V,V
unchanged,type_metadata,,typeinfo for Isis::Statistics,V,V
unchanged,type_metadata,,typeinfo for Isis::StatisticsTool,V,V
unchanged,type_metadata,,typeinfo for Isis::StereoPairStrategy,V,V
unchanged,type_metadata,,typeinfo for Isis::StereoTool,V,V
unchanged,type_metadata,,typeinfo for Isis::Strategy,V,V
unchanged,type_metadata,,typeinfo for Isis::StreamExporter,V,V
unchanged,type_metadata,,typeinfo for Isis::StretchTool,V,V
unchanged,type_metadata,,typeinfo for Isis::StretchType,V,V
unchanged,type_metadata,,typeinfo for Isis::StripPolygonSeeder,V,V
unchanged,type_metadata,,typeinfo for Isis::SubTreeProxyModel,V,V
unchanged,type_metadata,,typeinfo for Isis::SumFile,V,V
unchanged,type_metadata,,typeinfo for Isis::SumFinder,V,V
unchanged,type_metadata,,typeinfo for Isis::SunShadowTool,V,V
unchanged,type_metadata,,typeinfo for Isis::TProjection,V,V
unchanged,type_metadata,,typeinfo for Isis::Tab,V,V
unchanged,type_metadata,,typeinfo for Isis::TabBar,V,V
unchanged,type_metadata,,typeinfo for Isis::TableColumn,V,V
unchanged,type_metadata,,typeinfo for Isis::TableColumnList,V,V
unchanged,type_metadata,,typeinfo for Isis::TableMainWindow,V,V
unchanged,type_metadata,,typeinfo for Isis::TableView,V,V
unchanged,type_metadata,,typeinfo for Isis::TableViewContent,V,V
unchanged,type_metadata,,typeinfo for Isis::TableViewHeader,V,V
unchanged,type_metadata,,typeinfo for Isis::TargetBody,V,V
unchanged,type_metadata,,typeinfo for Isis::TargetBodyDisplayProperties,V,V
unchanged,type_metadata,,typeinfo for Isis::TargetBodyList,V,V
unchanged,type_metadata,,typeinfo for Isis::TargetGetInfoWorkOrder,V,V
unchanged,type_metadata,,typeinfo for Isis::TargetInfoWidget,V,V
unchanged,type_metadata,,typeinfo for Isis::Template,V,V
unchanged,type_metadata,,typeinfo for Isis::TemplateEditViewWorkOrder,V,V
unchanged,type_metadata,,typeinfo for Isis::TemplateEditorWidget,V,V
unchanged,type_metadata,,typeinfo for Isis::TemplateList,V,V
unchanged,type_metadata,,typeinfo for Isis::TiffExporter,V,V
unchanged,type_metadata,,typeinfo for Isis::TiffImporter,V,V
unchanged,type_metadata,,typeinfo for Isis::Tool,V,V
unchanged,type_metadata,,typeinfo for Isis::ToolPad,V,V
unchanged,type_metadata,,typeinfo for Isis::Topo,V,V
unchanged,type_metadata,,typeinfo for Isis::TopoAtm,V,V
unchanged,type_metadata,,typeinfo for Isis::TrackTool,V,V
unchanged,type_metadata,,typeinfo for Isis::Transform,V,V
unchanged,type_metadata,,typeinfo for Isis::Transformer,V,V
unchanged,type_metadata,,typeinfo for Isis::TransverseMercator,V,V
unchanged,type_metadata,,typeinfo for Isis::TreeView,V,V
unchanged,type_metadata,,typeinfo for Isis::TreeViewContent,V,V
unchanged,type_metadata,,typeinfo for Isis::TreeViewHeader,V,V
unchanged,type_metadata,,typeinfo for Isis::TriangularPlate,V,V
unchanged,type_metadata,,typeinfo for Isis::TypeCount,V,V
unchanged,type_metadata,,typeinfo for Isis::UniqueIOCachingAlgorithm,V,V
unchanged,type_metadata,,typeinfo for Isis::UpturnedEllipsoidTransverseAzimuthal,V,V
unchanged,type_metadata,,typeinfo for Isis::VariableLineScanCameraDetectorMap,V,V
unchanged,type_metadata,,typeinfo for Isis::ViewControlNet3DWorkOrder,V,V
unchanged,type_metadata,,typeinfo for Isis::ViewSubWindow,V,V
unchanged,type_metadata,,typeinfo for Isis::ViewportBuffer,V,V
unchanged,type_metadata,,typeinfo for Isis::ViewportBufferAction,V,V
unchanged,type_metadata,,typeinfo for Isis::ViewportBufferFill,V,V
unchanged,type_metadata,,typeinfo for Isis::ViewportBufferStretch,V,V
unchanged,type_metadata,,typeinfo for Isis::ViewportBufferTransform,V,V
unchanged,type_metadata,,typeinfo for Isis::ViewportMainWindow,V,V
unchanged,type_metadata,,typeinfo for Isis::ViewportMdiSubWindow,V,V
unchanged,type_metadata,,typeinfo for Isis::VisualDisplay,V,V
unchanged,type_metadata,,typeinfo for Isis::VoidFx,V,V
unchanged,type_metadata,,typeinfo for Isis::WarningTreeWidget,V,V
unchanged,type_metadata,,typeinfo for Isis::WarningWidget,V,V
unchanged,type_metadata,,typeinfo for Isis::WarpTransform,V,V
unchanged,type_metadata,,typeinfo for Isis::WindowTool,V,V
unchanged,type_metadata,,typeinfo for Isis::WorkOrder,V,V
unchanged,type_metadata,,typeinfo for Isis::Workspace,V,V
unchanged,type_metadata,,typeinfo for Isis::WorldMapper,V,V
unchanged,type_metadata,,typeinfo for Isis::XmlToPvlTranslationManager,V,V
unchanged,type_metadata,,typeinfo for Isis::ZoomTool,V,V
unchanged,type_metadata,,typeinfo for Isis::cam2camXform,V,V
unchanged,type_metadata,,typeinfo for Isis::cam2mapForward,V,V
unchanged,type_metadata,,typeinfo for Isis::cam2mapReverse,V,V
unchanged,type_metadata,,typeinfo for Isis::map2cam,V,V
unchanged,type_metadata,,typeinfo name for Isis::AKAZEAlgorithm,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriLatitudeFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriLatitudeSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriLongitudeFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriLongitudeSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriRadiusFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriRadiusSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriXFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriXSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriYFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriYSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriZFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::APrioriZSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractFilterSelector,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractImageItem,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractLeafItem,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractMeasureItem,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractMultipleChoiceFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractNullDataItem,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractNumberFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractParentItem,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractPlate,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractPlotTool,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractPointItem,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractProjectItemView,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractStringFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractTableDelegate,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractTableModel,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractTableModel::SortingCanceledException,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractTreeItem,V,V
unchanged,type_metadata,,typeinfo name for Isis::AbstractTreeModel,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdaptiveGruen,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedLatitudeFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedLatitudeSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedLongitudeFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedLongitudeSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedRadiusFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedRadiusSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedXFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedXSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedYFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedYSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedZFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdjustedZSigmaFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdvancedStretch,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdvancedStretchDialog,V,V
unchanged,type_metadata,,typeinfo name for Isis::AdvancedTrackTool,V,V
unchanged,type_metadata,,typeinfo name for Isis::AgastAlgorithm,V,V
unchanged,type_metadata,,typeinfo name for Isis::Albedo,V,V
unchanged,type_metadata,,typeinfo name for Isis::AlbedoAtm,V,V
unchanged,type_metadata,,typeinfo name for Isis::Angle,V,V
unchanged,type_metadata,,typeinfo name for Isis::Anisotropic1,V,V
unchanged,type_metadata,,typeinfo name for Isis::Anisotropic2,V,V
unchanged,type_metadata,,typeinfo name for Isis::Area3D,V,V
unchanged,type_metadata,,typeinfo name for Isis::AssetSidebarStrategy,V,V
unchanged,type_metadata,,typeinfo name for Isis::AtmosModel,V,V
unchanged,type_metadata,,typeinfo name for Isis::AutoReg,V,V
unchanged,type_metadata,,typeinfo name for Isis::AverageDistance,V,V
unchanged,type_metadata,,typeinfo name for Isis::AverageRadius,V,V
unchanged,type_metadata,,typeinfo name for Isis::BRISKAlgorithm,V,V
unchanged,type_metadata,,typeinfo name for Isis::BandSpinBox,V,V
unchanged,type_metadata,,typeinfo name for Isis::BandTool,V,V
unchanged,type_metadata,,typeinfo name for Isis::Basis1VariableFunction,V,V
unchanged,type_metadata,,typeinfo name for Isis::BasisFunction,V,V
unchanged,type_metadata,,typeinfo name for Isis::BinaryStretchType,V,V
unchanged,type_metadata,,typeinfo name for Isis::BlinkTool,V,V
removed,type_metadata,,typeinfo name for Isis::Blob,V,
unchanged,type_metadata,,typeinfo name for Isis::BlobDetectionAlgorithm,V,V
unchanged,type_metadata,,typeinfo name for Isis::Blobber,V,V
unchanged,type_metadata,,typeinfo name for Isis::BoxcarCachingAlgorithm,V,V
unchanged,type_metadata,,typeinfo name for Isis::BriefDescriptorAlgorithm,V,V
unchanged,type_metadata,,typeinfo name for Isis::BrowseDialog,V,V
unchanged,type_metadata,,typeinfo name for Isis::BruteForceMatcher,V,V
unchanged,type_metadata,,typeinfo name for Isis::BulletAllHitsRayCallback,V,V
unchanged,type_metadata,,typeinfo name for Isis::BulletClosestRayCallback,V,V
unchanged,type_metadata,,typeinfo name for Isis::BulletDskShape,V,V
unchanged,type_metadata,,typeinfo name for Isis::BulletShapeModel,V,V
unchanged,type_metadata,,typeinfo name for Isis::BulletTargetShape,V,V
unchanged,type_metadata,,typeinfo name for Isis::BulletWorldManager,V,V
unchanged,type_metadata,,typeinfo name for Isis::BundleAdjust,V,V
unchanged,type_metadata,,typeinfo name for Isis::BundleControlPoint,V,V
unchanged,type_metadata,,typeinfo name for Isis::BundleLidarControlPoint,V,V
unchanged,type_metadata,,typeinfo name for Isis::BundleObservation,V,V
unchanged,type_metadata,,typeinfo name for Isis::BundleObservationView,V,V
unchanged,type_metadata,,typeinfo name for Isis::BundleObservationViewWorkOrder,V,V
unchanged,type_metadata,,typeinfo name for Isis::BundleResults,V,V
unchanged,type_metadata,,typeinfo name for Isis::BundleSolutionInfo,V,V
unchanged,type_metadata,,typeinfo name for Isis::BundleTargetBody,V,V
unchanged,type_metadata,,typeinfo name for Isis::BusyLeafItem,V,V
unchanged,type_metadata,,typeinfo name for Isis::CSMCamera,V,V
unchanged,type_metadata,,typeinfo name for Isis::CSMSkyMap,V,V
unchanged,type_metadata,,typeinfo name for Isis::CSVParser<QString>,V,V
unchanged,type_metadata,,typeinfo name for Isis::CSVReader,V,V
unchanged,type_metadata,,typeinfo name for Isis::Calculator,V,V
unchanged,type_metadata,,typeinfo name for Isis::CalculatorStrategy,V,V
unchanged,type_metadata,,typeinfo name for Isis::CalculatorVariablePool,V,V
unchanged,type_metadata,,typeinfo name for Isis::Camera,V,V
unchanged,type_metadata,,typeinfo name for Isis::CameraDetectorMap,V,V
unchanged,type_metadata,,typeinfo name for Isis::CameraDistortionMap,V,V
unchanged,type_metadata,,typeinfo name for Isis::CameraFocalPlaneMap,V,V
unchanged,type_metadata,,typeinfo name for Isis::CameraGroundMap,V,V
unchanged,type_metadata,,typeinfo name for Isis::CameraPointInfo,V,V
unchanged,type_metadata,,typeinfo name for Isis::CameraRingsPointInfo,V,V
unchanged,type_metadata,,typeinfo name for Isis::CameraSkyMap,V,V
unchanged,type_metadata,,typeinfo name for Isis::CameraStatistics,V,V
unchanged,type_metadata,,typeinfo name for Isis::CassiniIssFixDnFunctor,V,V
unchanged,type_metadata,,typeinfo name for Isis::Centroid,V,V
unchanged,type_metadata,,typeinfo name for Isis::Chip,V,V
unchanged,type_metadata,,typeinfo name for Isis::ChipViewport,V,V
unchanged,type_metadata,,typeinfo name for Isis::ChipViewportsWidget,V,V
unchanged,type_metadata,,typeinfo name for Isis::ChooserNameFilter,V,V
unchanged,type_metadata,,typeinfo name for Isis::CkKernelWriter,V,V
unchanged,type_metadata,,typeinfo name for Isis::CkSpiceSegment,V,V
unchanged,type_metadata,,typeinfo name for Isis::CloseProjectWorkOrder,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetDisplayProperties,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetEditorFileDialog,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetEditorSortConfigDialog,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetEditorView,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetEditorViewWorkOrder,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetEditorWidget,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetEditorWindow,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetManager,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetReaderStrategy,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetRefByEmission,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetRefByIncidence,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetRefByResolution,V,V
unchanged,type_metadata,,typeinfo name for Isis::CnetSuppression,V,V
unchanged,type_metadata,,"typeinfo name for Isis::CollectorMap<Isis::IString, Isis::DbProfile, Isis::NoCaseStringCompare, Isis::NoopRemoval, Isis::DefaultCopy>",V,V
unchanged,type_metadata,,"typeinfo name for Isis::CollectorMap<Isis::IString, Isis::PvlKeyword, Isis::NoCaseStringCompare, Isis::NoopRemoval, Isis::DefaultCopy>",V,V
unchanged,type_metadata,,"typeinfo name for Isis::CollectorMap<Isis::IString, QSqlDatabase, Isis::NoCaseStringCompare, Isis::NoopRemoval, Isis::DefaultCopy>",V,V
unchanged,type_metadata,,"typeinfo name for Isis::CollectorMap<Isis::IString, QString, Isis::NoCaseStringCompare, Isis::NoopRemoval, Isis::DefaultCopy>",V,V
unchanged,type_metadata,,"typeinfo name for Isis::CollectorMap<QString, Isis::ProgramAnalyzer::RunTimeStats, Isis::SimpleCompare, Isis::NoopRemoval, Isis::DefaultCopy>",V,V
unchanged,type_metadata,,"typeinfo name for Isis::CollectorMap<QString, int, Isis::SimpleCompare, Isis::NoopRemoval, Isis::DefaultCopy>",V,V
unchanged,type_metadata,,"typeinfo name for Isis::CollectorMap<QString, std::vector<Isis::Kernels::KernelFile*, std::allocator<Isis::Kernels::KernelFile*> >, Isis::SimpleCompare, Isis::NoopRemoval, Isis::DefaultCopy>",V,V
unchanged,type_metadata,,"typeinfo name for Isis::CollectorMap<double, std::vector<Isis::PointData, std::allocator<Isis::PointData> >, Isis::RobustFloatCompare, Isis::NoopRemoval, Isis::DefaultCopy>",V,V
