status,kind,callable_key,symbol,isis9_symbol_type,isis10_symbol_type
unchanged,method,Isis::CameraGroundMap::SetGround,"Isis::CameraGroundMap::SetGround(Isis::Latitude const&, Isis::Longitude const&)",T,T
unchanged,method,Isis::CameraGroundMap::SetGround,Isis::CameraGroundMap::SetGround(Isis::SurfacePoint const&),T,T
unchanged,method,Isis::CameraPointInfo::CameraPointInfo,Isis::CameraPointInfo::CameraPointInfo(),T,T
unchanged,method,Isis::CameraPointInfo::CheckCube,Isis::CameraPointInfo::CheckCube(),T,T
unchanged,method,Isis::CameraPointInfo::GetPointInfo,"Isis::CameraPointInfo::GetPointInfo(bool, bool, bool)",T,T
unchanged,method,Isis::CameraPointInfo::SetCSVOutput,Isis::CameraPointInfo::SetCSVOutput(bool),T,T
unchanged,method,Isis::CameraPointInfo::SetCenter,"Isis::CameraPointInfo::SetCenter(bool, bool)",T,T
unchanged,method,Isis::CameraPointInfo::SetCube,Isis::CameraPointInfo::SetCube(QString const&),T,T
unchanged,method,Isis::CameraPointInfo::SetGround,"Isis::CameraPointInfo::SetGround(double, double, bool, bool)",T,T
unchanged,method,Isis::CameraPointInfo::SetImage,"Isis::CameraPointInfo::SetImage(double, double, bool, bool)",T,T
unchanged,method,Isis::CameraPointInfo::SetLine,"Isis::CameraPointInfo::SetLine(double, bool, bool)",T,T
unchanged,method,Isis::CameraPointInfo::SetSample,"Isis::CameraPointInfo::SetSample(double, bool, bool)",T,T
unchanged,method,Isis::CameraPointInfo::camera,Isis::CameraPointInfo::camera(),T,T
unchanged,method,Isis::CameraPointInfo::cube,Isis::CameraPointInfo::cube(),T,T
unchanged,method,Isis::CameraPointInfo::~CameraPointInfo,Isis::CameraPointInfo::~CameraPointInfo(),T,T
unchanged,method,Isis::CameraRingsPointInfo::CameraRingsPointInfo,Isis::CameraRingsPointInfo::CameraRingsPointInfo(),T,T
unchanged,method,Isis::CameraRingsPointInfo::GetPointInfo,"Isis::CameraRingsPointInfo::GetPointInfo(bool, bool, bool)",T,T
unchanged,method,Isis::CameraRingsPointInfo::~CameraRingsPointInfo,Isis::CameraRingsPointInfo::~CameraRingsPointInfo(),T,T
unchanged,method,Isis::CameraSkyMap::CameraSkyMap,Isis::CameraSkyMap::CameraSkyMap(Isis::Camera*),T,T
unchanged,method,Isis::CameraSkyMap::SetFocalPlane,"Isis::CameraSkyMap::SetFocalPlane(double, double, double)",T,T
unchanged,method,Isis::CameraSkyMap::SetSky,"Isis::CameraSkyMap::SetSky(double, double)",T,T
unchanged,method,Isis::CameraStatistics::CameraStatistics,"Isis::CameraStatistics::CameraStatistics(Isis::Camera*, int, int)",T,T
unchanged,method,Isis::CameraStatistics::CameraStatistics,"Isis::CameraStatistics::CameraStatistics(Isis::Camera*, int, int, QString)",T,T
unchanged,method,Isis::CameraStatistics::CameraStatistics,"Isis::CameraStatistics::CameraStatistics(QString, int, int)",T,T
unchanged,method,Isis::CameraStatistics::addStats,"Isis::CameraStatistics::addStats(Isis::Camera*, int&, int&)",T,T
unchanged,method,Isis::CameraStatistics::constructKeyword,"Isis::CameraStatistics::constructKeyword(QString, double, QString) const",T,T
unchanged,method,Isis::CameraStatistics::init,"Isis::CameraStatistics::init(Isis::Camera*, int, int, QString)",T,T
unchanged,method,Isis::CameraStatistics::toPvl,Isis::CameraStatistics::toPvl() const,T,T
unchanged,method,Isis::CameraStatistics::~CameraStatistics,Isis::CameraStatistics::~CameraStatistics(),T,T
unchanged,method,Isis::Centroid::Centroid,Isis::Centroid::Centroid(),T,T
unchanged,method,Isis::Centroid::getMaxDN,Isis::Centroid::getMaxDN(),T,T
unchanged,method,Isis::Centroid::getMinDN,Isis::Centroid::getMinDN(),T,T
unchanged,method,Isis::Centroid::select,"Isis::Centroid::select(Isis::Chip*, Isis::Chip*)",T,T
unchanged,method,Isis::Centroid::setDNRange,"Isis::Centroid::setDNRange(double, double)",T,T
unchanged,method,Isis::Centroid::~Centroid,Isis::Centroid::~Centroid(),T,T
unchanged,function,Isis::CheckSegment,"Isis::CheckSegment(Isis::CkSpiceSegment const*, Isis::CkSpiceSegment const*)",T,T
unchanged,method,Isis::Chip::Chip,Isis::Chip::Chip(),T,T
unchanged,method,Isis::Chip::Chip,Isis::Chip::Chip(Isis::Chip const&),T,T
unchanged,method,Isis::Chip::Chip,"Isis::Chip::Chip(int, int)",T,T
unchanged,method,Isis::Chip::Extract,"Isis::Chip::Extract(Isis::Chip&, Isis::Affine&)",T,T
unchanged,method,Isis::Chip::Extract,"Isis::Chip::Extract(int, int, Isis::Chip&)",T,T
unchanged,method,Isis::Chip::Extract,"Isis::Chip::Extract(int, int, int, int)",T,T
unchanged,method,Isis::Chip::Init,"Isis::Chip::Init(int, int)",T,T
unchanged,method,Isis::Chip::IsInsideChip,"Isis::Chip::IsInsideChip(double, double)",T,T
unchanged,method,Isis::Chip::IsValid,Isis::Chip::IsValid(double),T,T
unchanged,method,Isis::Chip::Load,"Isis::Chip::Load(Isis::Cube&, Isis::Affine const&, bool const&, int)",T,T
unchanged,method,Isis::Chip::Load,"Isis::Chip::Load(Isis::Cube&, Isis::Chip&, Isis::Cube&, double, int)",T,T
unchanged,method,Isis::Chip::Load,"Isis::Chip::Load(Isis::Cube&, double, double, int)",T,T
unchanged,method,Isis::Chip::MovePoints,"Isis::Chip::MovePoints(int, int, int, int)",T,T
unchanged,method,Isis::Chip::PointsColinear,"Isis::Chip::PointsColinear(double, double, double, double, double, double, double)",T,T
unchanged,method,Isis::Chip::Read,"Isis::Chip::Read(Isis::Cube&, int)",T,T
unchanged,method,Isis::Chip::SetAllValues,Isis::Chip::SetAllValues(double const&),T,T
unchanged,method,Isis::Chip::SetChipPosition,"Isis::Chip::SetChipPosition(double, double)",T,T
unchanged,method,Isis::Chip::SetClipPolygon,Isis::Chip::SetClipPolygon(geos::geom::MultiPolygon const&),T,T
unchanged,method,Isis::Chip::SetCubePosition,"Isis::Chip::SetCubePosition(double, double)",T,T
unchanged,method,Isis::Chip::SetSize,"Isis::Chip::SetSize(int, int)",T,T
unchanged,method,Isis::Chip::SetValidRange,"Isis::Chip::SetValidRange(double, double)",T,T
unchanged,method,Isis::Chip::Statistics,Isis::Chip::Statistics(),T,T
unchanged,method,Isis::Chip::TackCube,"Isis::Chip::TackCube(double, double)",T,T
unchanged,method,Isis::Chip::Write,Isis::Chip::Write(QString const&),T,T
unchanged,method,Isis::Chip::operator=,Isis::Chip::operator=(Isis::Chip const&),T,T
unchanged,method,Isis::Chip::~Chip,Isis::Chip::~Chip(),T,T
unchanged,method,Isis::ChipViewport::ChipViewport,"Isis::ChipViewport::ChipViewport(int, int, QWidget*)",T,T
unchanged,method,Isis::ChipViewport::autoStretch,Isis::ChipViewport::autoStretch(),T,T
unchanged,method,Isis::ChipViewport::changeStretchLock,Isis::ChipViewport::changeStretchLock(int),T,T
unchanged,method,Isis::ChipViewport::computeStretch,"Isis::ChipViewport::computeStretch(Isis::Stretch&, bool)",T,T
unchanged,method,Isis::ChipViewport::cubeToViewport,"Isis::ChipViewport::cubeToViewport(double, double, int&, int&)",T,T
unchanged,method,Isis::ChipViewport::enterEvent,Isis::ChipViewport::enterEvent(QEvent*),T,T
unchanged,method,Isis::ChipViewport::geomChip,"Isis::ChipViewport::geomChip(Isis::Chip*, Isis::Cube*)",T,T
unchanged,method,Isis::ChipViewport::keyPressEvent,Isis::ChipViewport::keyPressEvent(QKeyEvent*),T,T
unchanged,method,Isis::ChipViewport::loadView,Isis::ChipViewport::loadView(Isis::ChipViewport&),T,T
unchanged,method,Isis::ChipViewport::metaObject,Isis::ChipViewport::metaObject() const,T,T
unchanged,method,Isis::ChipViewport::mousePressEvent,Isis::ChipViewport::mousePressEvent(QMouseEvent*),T,T
unchanged,method,Isis::ChipViewport::nogeomChip,Isis::ChipViewport::nogeomChip(),T,T
unchanged,method,Isis::ChipViewport::paintEvent,Isis::ChipViewport::paintEvent(QPaintEvent*),T,T
unchanged,method,Isis::ChipViewport::paintImage,Isis::ChipViewport::paintImage(),T,T
unchanged,method,Isis::ChipViewport::panDown,Isis::ChipViewport::panDown(),T,T
unchanged,method,Isis::ChipViewport::panLeft,Isis::ChipViewport::panLeft(),T,T
unchanged,method,Isis::ChipViewport::panRight,Isis::ChipViewport::panRight(),T,T
unchanged,method,Isis::ChipViewport::panUp,Isis::ChipViewport::panUp(),T,T
unchanged,method,Isis::ChipViewport::qt_metacall,"Isis::ChipViewport::qt_metacall(QMetaObject::Call, int, void**)",T,T
unchanged,method,Isis::ChipViewport::qt_metacast,Isis::ChipViewport::qt_metacast(char const*),T,T
unchanged,method,Isis::ChipViewport::refreshView,"Isis::ChipViewport::refreshView(double, double)",T,T
unchanged,method,Isis::ChipViewport::reloadChip,"Isis::ChipViewport::reloadChip(double, double)",T,T
unchanged,method,Isis::ChipViewport::rotateChip,Isis::ChipViewport::rotateChip(int),T,T
unchanged,method,Isis::ChipViewport::setChip,"Isis::ChipViewport::setChip(Isis::Chip*, Isis::Cube*)",T,T
unchanged,method,Isis::ChipViewport::setCircle,Isis::ChipViewport::setCircle(bool),T,T
unchanged,method,Isis::ChipViewport::setCircleSize,Isis::ChipViewport::setCircleSize(int),T,T
unchanged,method,Isis::ChipViewport::setCross,Isis::ChipViewport::setCross(bool),T,T
unchanged,method,Isis::ChipViewport::setPoints,Isis::ChipViewport::setPoints(bool),T,T
unchanged,data,,Isis::ChipViewport::staticMetaObject,D,D
unchanged,method,Isis::ChipViewport::stretchFromCubeViewport,"Isis::ChipViewport::stretchFromCubeViewport(Isis::Stretch*, Isis::CubeViewport*)",T,T
unchanged,method,Isis::ChipViewport::tackLine,Isis::ChipViewport::tackLine(),T,T
unchanged,method,Isis::ChipViewport::tackPointChanged,Isis::ChipViewport::tackPointChanged(double),T,T
unchanged,method,Isis::ChipViewport::tackSample,Isis::ChipViewport::tackSample(),T,T
unchanged,method,Isis::ChipViewport::userMovedTackPoint,Isis::ChipViewport::userMovedTackPoint(),T,T
unchanged,method,Isis::ChipViewport::zoom,Isis::ChipViewport::zoom(double),T,T
unchanged,method,Isis::ChipViewport::zoom1,Isis::ChipViewport::zoom1(),T,T
unchanged,method,Isis::ChipViewport::zoomFactor,Isis::ChipViewport::zoomFactor(),T,T
unchanged,method,Isis::ChipViewport::zoomIn,Isis::ChipViewport::zoomIn(),T,T
unchanged,method,Isis::ChipViewport::zoomOut,Isis::ChipViewport::zoomOut(),T,T
unchanged,method,Isis::ChipViewport::~ChipViewport,Isis::ChipViewport::~ChipViewport(),T,T
unchanged,method,Isis::ChipViewportsWidget::ChipViewportsWidget,Isis::ChipViewportsWidget::ChipViewportsWidget(QWidget*),T,T
unchanged,method,Isis::ChipViewportsWidget::clearPoint,Isis::ChipViewportsWidget::clearPoint(),T,T
unchanged,method,Isis::ChipViewportsWidget::controlPointChanged,Isis::ChipViewportsWidget::controlPointChanged(QString),T,T
unchanged,method,Isis::ChipViewportsWidget::createActions,Isis::ChipViewportsWidget::createActions(),T,T
unchanged,method,Isis::ChipViewportsWidget::createChipViewports,Isis::ChipViewportsWidget::createChipViewports(QWidget*),T,T
unchanged,method,Isis::ChipViewportsWidget::eventFilter,"Isis::ChipViewportsWidget::eventFilter(QObject*, QEvent*)",T,T
unchanged,method,Isis::ChipViewportsWidget::geomChips,Isis::ChipViewportsWidget::geomChips(bool),T,T
unchanged,method,Isis::ChipViewportsWidget::measureChanged,Isis::ChipViewportsWidget::measureChanged(),T,T
unchanged,method,Isis::ChipViewportsWidget::metaObject,Isis::ChipViewportsWidget::metaObject() const,T,T
unchanged,method,Isis::ChipViewportsWidget::mousePressEvent,"Isis::ChipViewportsWidget::mousePressEvent(QObject*, QMouseEvent*)",T,T
unchanged,method,Isis::ChipViewportsWidget::netChanged,Isis::ChipViewportsWidget::netChanged(),T,T
unchanged,method,Isis::ChipViewportsWidget::newControlNetwork,Isis::ChipViewportsWidget::newControlNetwork(Isis::ControlNet*),T,T
unchanged,method,Isis::ChipViewportsWidget::qt_metacall,"Isis::ChipViewportsWidget::qt_metacall(QMetaObject::Call, int, void**)",T,T
unchanged,method,Isis::ChipViewportsWidget::qt_metacast,Isis::ChipViewportsWidget::qt_metacast(char const*),T,T
unchanged,method,Isis::ChipViewportsWidget::saveControlNet,Isis::ChipViewportsWidget::saveControlNet(),T,T
unchanged,method,Isis::ChipViewportsWidget::setControlNet,"Isis::ChipViewportsWidget::setControlNet(Isis::ControlNet*, QString)",T,T
unchanged,method,Isis::ChipViewportsWidget::setPoint,Isis::ChipViewportsWidget::setPoint(Isis::ControlPoint*),T,T
unchanged,method,Isis::ChipViewportsWidget::setSerialNumberList,Isis::ChipViewportsWidget::setSerialNumberList(Isis::SerialNumberList*),T,T
unchanged,method,Isis::ChipViewportsWidget::showPoints,Isis::ChipViewportsWidget::showPoints(bool),T,T
unchanged,data,,Isis::ChipViewportsWidget::staticMetaObject,D,D
unchanged,method,Isis::ChipViewportsWidget::stretchChipViewport,"Isis::ChipViewportsWidget::stretchChipViewport(Isis::Stretch*, Isis::CubeViewport*)",T,T
unchanged,method,Isis::ChipViewportsWidget::~ChipViewportsWidget,Isis::ChipViewportsWidget::~ChipViewportsWidget(),T,T
unchanged,method,Isis::ChooserNameFilter::ChooserNameFilter,Isis::ChooserNameFilter::ChooserNameFilter(Isis::ChooserNameFilter const&),T,T
unchanged,method,Isis::ChooserNameFilter::ChooserNameFilter,"Isis::ChooserNameFilter::ChooserNameFilter(QFlags<Isis::AbstractFilter::FilterEffectiveness>, int)",T,T
unchanged,method,Isis::ChooserNameFilter::clone,Isis::ChooserNameFilter::clone() const,T,T
unchanged,method,Isis::ChooserNameFilter::evaluate,Isis::ChooserNameFilter::evaluate(Isis::ControlMeasure const*) const,T,T
unchanged,method,Isis::ChooserNameFilter::evaluate,Isis::ChooserNameFilter::evaluate(Isis::ControlPoint const*) const,T,T
removed,method,Isis::ChooserNameFilter::evaluate,"Isis::ChooserNameFilter::evaluate(QPair<QString, Isis::ControlNet*> const*) const",T,
added,method,Isis::ChooserNameFilter::evaluate,"Isis::ChooserNameFilter::evaluate(std::pair<QString, Isis::ControlNet*> const*) const",,T
unchanged,method,Isis::ChooserNameFilter::getImageDescription,Isis::ChooserNameFilter::getImageDescription() const,T,T
unchanged,method,Isis::ChooserNameFilter::getPointDescription,Isis::ChooserNameFilter::getPointDescription() const,T,T
unchanged,method,Isis::ChooserNameFilter::metaObject,Isis::ChooserNameFilter::metaObject() const,T,T
unchanged,method,Isis::ChooserNameFilter::qt_metacall,"Isis::ChooserNameFilter::qt_metacall(QMetaObject::Call, int, void**)",T,T
unchanged,method,Isis::ChooserNameFilter::qt_metacast,Isis::ChooserNameFilter::qt_metacast(char const*),T,T
unchanged,data,,Isis::ChooserNameFilter::staticMetaObject,D,D
unchanged,method,Isis::ChooserNameFilter::~ChooserNameFilter,Isis::ChooserNameFilter::~ChooserNameFilter(),T,T
unchanged,method,Isis::CkKernelWriter::CkKernelWriter,Isis::CkKernelWriter::CkKernelWriter(),T,T
unchanged,method,Isis::CkKernelWriter::CkKernelWriter,"Isis::CkKernelWriter::CkKernelWriter(QString const&, int const&, int const&)",T,T
unchanged,method,Isis::CkKernelWriter::addComment,Isis::CkKernelWriter::addComment(QString const&),T,T
unchanged,method,Isis::CkKernelWriter::addCommentFile,Isis::CkKernelWriter::addCommentFile(QString const&),T,T
unchanged,method,Isis::CkKernelWriter::close,Isis::CkKernelWriter::close(),T,T
unchanged,method,Isis::CkKernelWriter::init,Isis::CkKernelWriter::init(),T,T
unchanged,method,Isis::CkKernelWriter::open,"Isis::CkKernelWriter::open(QString const&, QString const&)",T,T
unchanged,method,Isis::CkKernelWriter::setCommentSize,Isis::CkKernelWriter::setCommentSize(int const&),T,T
unchanged,method,Isis::CkKernelWriter::setType,Isis::CkKernelWriter::setType(int),T,T
unchanged,method,Isis::CkKernelWriter::write,Isis::CkKernelWriter::write(Isis::CkSpiceSegment const&) const,T,T
unchanged,method,Isis::CkKernelWriter::writeCk1,Isis::CkKernelWriter::writeCk1(Isis::CkSpiceSegment const&) const,T,T
unchanged,method,Isis::CkKernelWriter::writeCk2,Isis::CkKernelWriter::writeCk2(Isis::CkSpiceSegment const&) const,T,T
unchanged,method,Isis::CkKernelWriter::writeCk3,Isis::CkKernelWriter::writeCk3(Isis::CkSpiceSegment const&) const,T,T
unchanged,method,Isis::CkKernelWriter::writeComment,Isis::CkKernelWriter::writeComment(QString const&) const,T,T
removed,method,"Isis::CkSpiceSegment* std::__do_uninit_copy<Isis::CkSpiceSegment const*, Isis::CkSpiceSegment*>","Isis::CkSpiceSegment* std::__do_uninit_copy<Isis::CkSpiceSegment const*, Isis::CkSpiceSegment*>(Isis::CkSpiceSegment const*, Isis::CkSpiceSegment const*, Isis::CkSpiceSegment*)",W,
unchanged,method,Isis::CkSpiceSegment::CkSpiceSegment,Isis::CkSpiceSegment::CkSpiceSegment(),T,T
unchanged,method,Isis::CkSpiceSegment::CkSpiceSegment,"Isis::CkSpiceSegment::CkSpiceSegment(Isis::Cube&, QString const&)",T,T
unchanged,method,Isis::CkSpiceSegment::CkSpiceSegment,Isis::CkSpiceSegment::CkSpiceSegment(QString const&),T,T
unchanged,method,Isis::CkSpiceSegment::ETtoSCLK,"Isis::CkSpiceSegment::ETtoSCLK(int, double) const",T,T
unchanged,method,Isis::CkSpiceSegment::FurnshKernelType,Isis::CkSpiceSegment::FurnshKernelType(QString const&) const,T,T
unchanged,method,Isis::CkSpiceSegment::SCLKStartIntervals,Isis::CkSpiceSegment::SCLKStartIntervals() const,T,T
unchanged,method,Isis::CkSpiceSegment::SCLKStopIntervals,Isis::CkSpiceSegment::SCLKStopIntervals() const,T,T
unchanged,method,Isis::CkSpiceSegment::SCLKtoET,"Isis::CkSpiceSegment::SCLKtoET(int, double) const",T,T
unchanged,method,Isis::CkSpiceSegment::TickRate,Isis::CkSpiceSegment::TickRate() const,T,T
unchanged,method,Isis::CkSpiceSegment::UnloadKernelType,Isis::CkSpiceSegment::UnloadKernelType(QString const&) const,T,T
added,method,Isis::CkSpiceSegment::computeChainRotation,"Isis::CkSpiceSegment::computeChainRotation(QList<int> const&, int const&, double const&) const",,T
removed,method,Isis::CkSpiceSegment::computeChainRotation,"Isis::CkSpiceSegment::computeChainRotation(QVector<int> const&, int const&, double const&) const",T,
unchanged,method,Isis::CkSpiceSegment::computeStateRotation,"Isis::CkSpiceSegment::computeStateRotation(QString const&, QString const&, double) const",T,T
unchanged,method,Isis::CkSpiceSegment::convert,"Isis::CkSpiceSegment::convert(TNT::Array2D<double> const&, TNT::Array2D<double> const&, TNT::Array1D<TNT::Array2D<double> > const&, TNT::Array1D<TNT::Array2D<double> > const&, TNT::Array2D<double>&, TNT::Array2D<double>&) const",T,T
unchanged,method,Isis::CkSpiceSegment::convertTimes,"Isis::CkSpiceSegment::convertTimes(int, TNT::Array1D<double> const&)",T,T
unchanged,method,Isis::CkSpiceSegment::expand,"Isis::CkSpiceSegment::expand(int, int, TNT::Array1D<double> const&) const",T,T
unchanged,method,Isis::CkSpiceSegment::expand,"Isis::CkSpiceSegment::expand(int, int, TNT::Array2D<double> const&) const",T,T
unchanged,method,Isis::CkSpiceSegment::getAngularVelocities,Isis::CkSpiceSegment::getAngularVelocities(TNT::Array2D<double> const&) const,T,T
unchanged,method,Isis::CkSpiceSegment::getComment,Isis::CkSpiceSegment::getComment() const,T,T
unchanged,method,Isis::CkSpiceSegment::getConstantRotation,Isis::CkSpiceSegment::getConstantRotation(Isis::Table&) const,T,T
added,method,Isis::CkSpiceSegment::getFrameChains,"Isis::CkSpiceSegment::getFrameChains(Isis::Table&, int const&, int const&, QList<int>&, QList<int>&) const",,T
removed,method,Isis::CkSpiceSegment::getFrameChains,"Isis::CkSpiceSegment::getFrameChains(Isis::Table&, int const&, int const&, QVector<int>&, QVector<int>&) const",T,
unchanged,method,Isis::CkSpiceSegment::getFrameName,Isis::CkSpiceSegment::getFrameName(int) const,T,T
unchanged,method,Isis::CkSpiceSegment::getIdentityRotation,Isis::CkSpiceSegment::getIdentityRotation(int const&) const,T,T
unchanged,method,Isis::CkSpiceSegment::getKeyValue,"Isis::CkSpiceSegment::getKeyValue(Isis::PvlObject&, QString const&)",T,T
unchanged,method,Isis::CkSpiceSegment::getMatrix,"Isis::CkSpiceSegment::getMatrix(TNT::Array1D<TNT::Array2D<double> > const&, int const&) const",T,T
unchanged,method,Isis::CkSpiceSegment::getQuaternions,Isis::CkSpiceSegment::getQuaternions(TNT::Array2D<double> const&) const,T,T
unchanged,method,Isis::CkSpiceSegment::getRotationMatrices,"Isis::CkSpiceSegment::getRotationMatrices(Isis::Cube&, Isis::Camera&, Isis::Table&, TNT::Array1D<TNT::Array2D<double> >&, TNT::Array1D<TNT::Array2D<double> >&, TNT::Array1D<double>&)",T,T
unchanged,method,Isis::CkSpiceSegment::getTimeDependentFrameIds,"Isis::CkSpiceSegment::getTimeDependentFrameIds(Isis::Table&, int&, int&) const",T,T
unchanged,method,Isis::CkSpiceSegment::getTimes,Isis::CkSpiceSegment::getTimes(TNT::Array2D<double> const&) const,T,T
unchanged,method,Isis::CkSpiceSegment::import,"Isis::CkSpiceSegment::import(Isis::Cube&, QString const&)",T,T
unchanged,method,Isis::CkSpiceSegment::init,Isis::CkSpiceSegment::init(),T,T
unchanged,method,Isis::CkSpiceSegment::load,Isis::CkSpiceSegment::load(Isis::Table&),T,T
unchanged,method,Isis::CkSpiceSegment::setId,Isis::CkSpiceSegment::setId(QString const&),T,T
unchanged,method,Isis::CkSpiceSegment::toUTC,Isis::CkSpiceSegment::toUTC(double const&) const,T,T
unchanged,method,Isis::CloseProjectWorkOrder::CloseProjectWorkOrder,Isis::CloseProjectWorkOrder::CloseProjectWorkOrder(Isis::CloseProjectWorkOrder const&),T,T
unchanged,method,Isis::CloseProjectWorkOrder::CloseProjectWorkOrder,Isis::CloseProjectWorkOrder::CloseProjectWorkOrder(Isis::Project*),T,T
unchanged,method,Isis::CloseProjectWorkOrder::clone,Isis::CloseProjectWorkOrder::clone() const,T,T
unchanged,method,Isis::CloseProjectWorkOrder::execute,Isis::CloseProjectWorkOrder::execute(),T,T
unchanged,method,Isis::CloseProjectWorkOrder::isExecutable,Isis::CloseProjectWorkOrder::isExecutable(),T,T
unchanged,method,Isis::CloseProjectWorkOrder::metaObject,Isis::CloseProjectWorkOrder::metaObject() const,T,T
unchanged,method,Isis::CloseProjectWorkOrder::qt_metacall,"Isis::CloseProjectWorkOrder::qt_metacall(QMetaObject::Call, int, void**)",T,T
unchanged,method,Isis::CloseProjectWorkOrder::qt_metacast,Isis::CloseProjectWorkOrder::qt_metacast(char const*),T,T
unchanged,method,Isis::CloseProjectWorkOrder::setupExecution,Isis::CloseProjectWorkOrder::setupExecution(),T,T
unchanged,data,,Isis::CloseProjectWorkOrder::staticMetaObject,D,D
unchanged,method,Isis::CloseProjectWorkOrder::~CloseProjectWorkOrder,Isis::CloseProjectWorkOrder::~CloseProjectWorkOrder(),T,T
unchanged,method,Isis::CnetDisplayProperties::CnetDisplayProperties,Isis::CnetDisplayProperties::CnetDisplayProperties(),T,T
unchanged,method,Isis::CnetDisplayProperties::composeProgressChanged,Isis::CnetDisplayProperties::composeProgressChanged(int),T,T
unchanged,method,Isis::CnetDisplayProperties::composeProgressRangeChanged,"Isis::CnetDisplayProperties::composeProgressRangeChanged(int, int)",T,T
added,method,Isis::CnetDisplayProperties::composeSerialNumbers,Isis::CnetDisplayProperties::composeSerialNumbers(QList<QString>),,T
removed,method,Isis::CnetDisplayProperties::composeSerialNumbers,Isis::CnetDisplayProperties::composeSerialNumbers(QStringList),T,
unchanged,method,Isis::CnetDisplayProperties::composeStatusUpdated,Isis::CnetDisplayProperties::composeStatusUpdated(),T,T
unchanged,method,Isis::CnetDisplayProperties::compositionFinished,Isis::CnetDisplayProperties::compositionFinished(),T,T
unchanged,method,Isis::CnetDisplayProperties::coordinateDisplayType,Isis::CnetDisplayProperties::coordinateDisplayType(),T,T
unchanged,method,Isis::CnetDisplayProperties::currentlyComposing,Isis::CnetDisplayProperties::currentlyComposing() const,T,T
unchanged,method,Isis::CnetDisplayProperties::getCubeList,Isis::CnetDisplayProperties::getCubeList(Isis::ControlNet*) const,T,T
unchanged,method,Isis::CnetDisplayProperties::getFileName,"Isis::CnetDisplayProperties::getFileName(QString, bool) const",T,T
unchanged,method,Isis::CnetDisplayProperties::getImageName,"Isis::CnetDisplayProperties::getImageName(QString, bool) const",T,T
unchanged,method,Isis::CnetDisplayProperties::getInstance,Isis::CnetDisplayProperties::getInstance(),T,T
unchanged,method,Isis::CnetDisplayProperties::getSerialNumber,Isis::CnetDisplayProperties::getSerialNumber(QString),T,T
unchanged,method,Isis::CnetDisplayProperties::getShowsFullPaths,Isis::CnetDisplayProperties::getShowsFullPaths() const,T,T
unchanged,data,,Isis::CnetDisplayProperties::m_instance,B,B
unchanged,method,Isis::CnetDisplayProperties::metaObject,Isis::CnetDisplayProperties::metaObject() const,T,T
unchanged,method,Isis::CnetDisplayProperties::nullify,Isis::CnetDisplayProperties::nullify(),T,T
unchanged,method,Isis::CnetDisplayProperties::qt_metacall,"Isis::CnetDisplayProperties::qt_metacall(QMetaObject::Call, int, void**)",T,T
unchanged,method,Isis::CnetDisplayProperties::qt_metacast,Isis::CnetDisplayProperties::qt_metacast(char const*),T,T
unchanged,method,Isis::CnetDisplayProperties::serialNumbersComposed,Isis::CnetDisplayProperties::serialNumbersComposed(),T,T
unchanged,method,Isis::CnetDisplayProperties::setCoordinateDisplayType,Isis::CnetDisplayProperties::setCoordinateDisplayType(Isis::CnetDisplayProperties::coordinateDisplayType),T,T
unchanged,method,Isis::CnetDisplayProperties::setCubeList,Isis::CnetDisplayProperties::setCubeList(QString),T,T
unchanged,method,Isis::CnetDisplayProperties::setFileNameUsage,Isis::CnetDisplayProperties::setFileNameUsage(bool),T,T
unchanged,method,Isis::CnetDisplayProperties::setShowsFullPaths,Isis::CnetDisplayProperties::setShowsFullPaths(bool),T,T
unchanged,data,,Isis::CnetDisplayProperties::staticMetaObject,D,D
unchanged,method,Isis::CnetDisplayProperties::~CnetDisplayProperties,Isis::CnetDisplayProperties::~CnetDisplayProperties(),T,T
unchanged,method,Isis::CnetEditorFileDialog::CnetEditorFileDialog,"Isis::CnetEditorFileDialog::CnetEditorFileDialog(QLayout*, QWidget*)",T,T
unchanged,method,Isis::CnetEditorSortConfigDialog::CnetEditorSortConfigDialog,Isis::CnetEditorSortConfigDialog::CnetEditorSortConfigDialog(Isis::CnetEditorWidget*),T,T
unchanged,method,Isis::CnetEditorSortConfigDialog::applySettings,Isis::CnetEditorSortConfigDialog::applySettings(),T,T
unchanged,method,Isis::CnetEditorSortConfigDialog::metaObject,Isis::CnetEditorSortConfigDialog::metaObject() const,T,T
unchanged,method,Isis::CnetEditorSortConfigDialog::qt_metacall,"Isis::CnetEditorSortConfigDialog::qt_metacall(QMetaObject::Call, int, void**)",T,T
unchanged,method,Isis::CnetEditorSortConfigDialog::qt_metacast,Isis::CnetEditorSortConfigDialog::qt_metacast(char const*),T,T
unchanged,method,Isis::CnetEditorSortConfigDialog::readSettings,Isis::CnetEditorSortConfigDialog::readSettings(),T,T
unchanged,method,Isis::CnetEditorSortConfigDialog::refreshWidgetStates,Isis::CnetEditorSortConfigDialog::refreshWidgetStates(),T,T
unchanged,data,,Isis::CnetEditorSortConfigDialog::staticMetaObject,D,D
unchanged,method,Isis::CnetEditorSortConfigDialog::~CnetEditorSortConfigDialog,Isis::CnetEditorSortConfigDialog::~CnetEditorSortConfigDialog(),T,T
