Class,Module Category,Source,Binding,Status Legend,Python Naming Note,Class Note
SurfacePoint,Geometry,isis/src/base/objs/SurfacePoint/SurfacePoint.h,isis_pybind_standalone/src/base/bind_base_surface.cpp,Y = converted; N = not converted; Partial = partially converted,Converted entries use the current Python name; unconverted entries use the proposed Python name,

Group,C++ Method/Content,Python Class/Function Name,Converted,Notes
Public API,"boost::numeric::ublas::symmetric_matrix <double,boost::numeric::ublas::upper> GetSphericalMatrix (SurfacePoint::CoordUnits units = SurfacePoint::Meters) const",isis_pybind.SurfacePoint.get_spherical_matrix,N,Method not found in current binding files
Public API,"double DisplacementToDouble(Displacement disp, CoordUnits units)",isis_pybind.SurfacePoint.displacement_to_double,N,Method not found in current binding files
Public API,"double DistanceToDouble(Distance dist, CoordUnits units)",isis_pybind.SurfacePoint.distance_to_double,N,Method not found in current binding files
Public API,double MetersToLatitude(double latLength),isis_pybind.SurfacePoint.meters_to_latitude,N,Method not found in current binding files
Public API,double MetersToLongitude(double lonLength),isis_pybind.SurfacePoint.meters_to_longitude,N,Method not found in current binding files
Public API,double LatitudeToMeters(double latitude) const,isis_pybind.SurfacePoint.latitude_to_meters,N,Method not found in current binding files
Public API,double LongitudeToMeters(double longitude) const,isis_pybind.SurfacePoint.longitude_to_meters,N,Method not found in current binding files
Public API,"double LatToDouble(Latitude lat, CoordUnits units)",isis_pybind.SurfacePoint.lat_to_double,N,Method not found in current binding files
Public API,"double LonToDouble(Longitude lon, CoordUnits units)",isis_pybind.SurfacePoint.lon_to_double,N,Method not found in current binding files
Static/Factory,static CoordinateType stringToCoordinateType(QString type),isis_pybind.SurfacePoint.string_to_coordinate_type,N,Method not found in current binding files
Static/Factory,static QString coordinateTypeToString(CoordinateType type),isis_pybind.SurfacePoint.coordinate_type_to_string,N,Method not found in current binding files
Public API,Distance GetDistanceToPoint(const SurfacePoint &other) const,isis_pybind.SurfacePoint.get_distance_to_point,N,Method not found in current binding files
Public API,"Distance GetDistanceToPoint(const SurfacePoint &other, const Distance &sphereRadius) const",isis_pybind.SurfacePoint.get_distance_to_point,N,Method not found in current binding files
Public API,std::vector<double> LatitudinalDerivative(CoordIndex index),isis_pybind.SurfacePoint.latitudinal_derivative,N,Method not found in current binding files
Public API,std::vector<double> RectangularDerivative(CoordIndex index),isis_pybind.SurfacePoint.rectangular_derivative,N,Method not found in current binding files
Public API,void ToNaifArray(double naifOutput[3]) const,isis_pybind.SurfacePoint.to_naif_array,N,Method not found in current binding files
Public API,void FromNaifArray(const double naifValues[3]),isis_pybind.SurfacePoint.from_naif_array,N,Method not found in current binding files
